area,amount_spent,tenure,qualification,cluster,cluster_label
West London,95102.74927448649,18.903717820122928,Bachelor,2,High Income
East London,3184.5487195467936,15.346295878500877,High School,0,Low Income
East London,98269.60595334783,4.952466691931729,High School,2,High Income
Central London,9527.081767304353,7.416504719760265,High School,1,Middle Income
West London,81624.29114760738,16.383810903673393,PhD,2,High Income
Central London,28753.14050258984,14.21787560109144,High School,0,Low Income
North London,14085.786117633303,15.549901561598762,Bachelor,0,Low Income
East London,44545.70833166965,9.382820942045715,PhD,1,Middle Income
South London,64751.70136531374,14.613048990201172,Masters,2,High Income
East London,38714.23265732403,8.34338073441436,PhD,1,Middle Income
North London,6401.975419987197,5.013995421825732,PhD,1,Middle Income
South London,60346.65282621294,13.020863661985839,PhD,2,High Income
West London,90337.9243349568,19.54426458637709,Bachelor,2,High Income
West London,38938.32122877792,6.901418456511262,Masters,1,Middle Income
East London,22416.944985451875,9.758422252038253,Masters,0,Low Income
South London,44815.157247348725,13.806026050327219,PhD,0,Low Income
South London,5787.908393829306,11.288619360327269,PhD,0,Low Income
Central London,82228.27086354721,17.025128118471937,PhD,2,High Income
North London,82807.74028406848,15.473111422920802,Bachelor,2,High Income
West London,59212.045879533216,2.107646873384784,Bachelor,1,Middle Income
East London,35957.186004900555,19.970003444551708,High School,0,Low Income
South London,80178.55308013255,15.295646620669878,Masters,2,High Income
West London,55914.01545404835,17.41416300958815,High School,2,High Income
East London,82767.29854645161,13.372756529811582,High School,2,High Income
West London,63514.42046571904,17.26941743288848,PhD,2,High Income
East London,78656.14184806694,3.1352765236454787,Bachelor,1,Middle Income
West London,60257.73632855824,7.607018875626996,High School,1,Middle Income
Central London,41999.96575335095,17.65199792848536,High School,0,Low Income
North London,95836.64013268762,4.8314490140709525,High School,2,High Income
West London,54570.26866300563,2.486599873020432,PhD,1,Middle Income
North London,60903.8623355133,15.97425985895916,PhD,2,High Income
West London,22828.276302060174,16.874236957222628,Bachelor,0,Low Income
South London,62939.428153300374,4.090392145608112,High School,1,Middle Income
Central London,57589.15729881144,17.232573672871595,High School,2,High Income
Central London,19299.00139675547,14.048588116346222,Bachelor,0,Low Income
North London,6899.122637961228,10.881570981115095,Bachelor,0,Low Income
South London,60831.57265176234,16.774753662846315,Bachelor,2,High Income
East London,76605.53466568173,8.96573573706035,Masters,2,High Income
Central London,52816.73572127881,4.685885168244547,Bachelor,1,Middle Income
South London,23450.489906644925,6.412200855601659,PhD,1,Middle Income
South London,66985.67569261046,10.598116347572981,Masters,2,High Income
North London,8930.466934350621,11.095285060790339,Bachelor,0,Low Income
South London,44741.536775393506,16.30603570238344,PhD,0,Low Income
South London,17173.3090814436,16.035701749394356,Bachelor,0,Low Income
East London,19261.446054928452,12.045964586886923,Bachelor,0,Low Income
North London,21027.10096666216,15.83492418394405,Masters,0,Low Income
North London,39283.99864735381,4.643695707579749,PhD,1,Middle Income
South London,6063.870356419365,1.9512260147725926,High School,1,Middle Income
East London,40381.55065198072,17.5990426300593,Bachelor,0,Low Income
West London,51659.037264355386,2.4355353814926217,Masters,1,Middle Income
Central London,48846.1342116662,5.687080165135948,PhD,1,Middle Income
North London,38895.625939901016,14.211060042863307,Bachelor,0,Low Income
East London,84075.5141990045,8.779510814918874,High School,2,High Income
East London,15387.342549629908,17.64996542839467,PhD,0,Low Income
South London,51063.97763435602,6.661616098583121,PhD,1,Middle Income
Central London,7142.100278698876,1.2255555867178267,Masters,1,Middle Income
North London,8044.412208913065,6.7124571706541385,Bachelor,1,Middle Income
West London,57812.71911803253,11.983425934511802,Bachelor,2,High Income
South London,57035.82406389427,8.142829132662573,PhD,1,Middle Income
North London,87925.31777160124,11.16258235941635,Bachelor,2,High Income
North London,56229.49389034724,17.655364257865354,PhD,2,High Income
East London,96019.31102008017,18.337216030377,High School,2,High Income
Central London,5820.7899915930475,6.05350722842813,Masters,1,Middle Income
West London,10702.760793293366,9.780668992128113,Bachelor,0,Low Income
Central London,5362.520295467758,11.433736289587573,Bachelor,0,Low Income
East London,19342.408183020463,19.033136680876694,Masters,0,Low Income
West London,54585.74098322613,19.973729064123308,High School,0,Low Income
West London,64911.64596131537,5.472737727989006,High School,1,Middle Income
South London,5512.930636918211,14.812617555570494,High School,0,Low Income
West London,94651.11809471433,8.182590182430708,High School,2,High Income
North London,84374.37228838772,1.1540557408380514,High School,1,Middle Income
Central London,30364.63573355222,1.1757979262821447,PhD,1,Middle Income
Central London,8641.565492420328,9.750754143682858,Bachelor,0,Low Income
South London,17818.82024868667,10.278363347082358,Bachelor,0,Low Income
West London,13567.496961742294,1.4288242348954103,Bachelor,1,Middle Income
East London,13205.094150595738,14.051620918711746,PhD,0,Low Income
North London,52337.60717790766,6.586064383304109,Masters,1,Middle Income
South London,25338.896806846627,11.637968929183039,High School,0,Low Income
West London,36455.8319363853,6.717462390142956,Masters,1,Middle Income
East London,98961.02800504792,4.175551982516836,High School,2,High Income
West London,68747.11064360914,8.73630103337863,High School,2,High Income
South London,94949.08603765313,5.4131939310195145,Masters,2,High Income
East London,15113.098948278444,11.161218561464192,Bachelor,0,Low Income
East London,38831.808008424356,4.777742075443119,PhD,1,Middle Income
East London,55918.44852495307,10.659713556247914,Masters,2,High Income
East London,8599.048126985064,3.9901917825084836,Bachelor,1,Middle Income
West London,1414.5569191678287,13.748519480229914,High School,0,Low Income
East London,67372.99904589483,15.324816004387056,Bachelor,2,High Income
West London,64540.132163342096,3.097490450748742,High School,1,Middle Income
East London,41668.092189961564,9.888245828709444,High School,1,Middle Income
East London,49474.76352717123,2.346562312442598,Bachelor,1,Middle Income
South London,42128.85705861687,12.365466465298045,High School,0,Low Income
West London,3376.499439643997,6.023681660663262,PhD,1,Middle Income
West London,34201.78901552878,11.02486467993545,Bachelor,0,Low Income
Central London,18531.143284331694,10.831759178301532,Masters,0,Low Income
South London,10743.994721035506,18.56273257768221,High School,0,Low Income
West London,95715.32295504563,11.432581228805734,High School,2,High Income
South London,60336.61277917439,12.076971114647996,PhD,2,High Income
South London,73136.97213942367,8.631409389523226,PhD,2,High Income
South London,32221.010583345633,19.03251246047352,Masters,0,Low Income
North London,39921.565819907504,15.766532279352584,High School,0,Low Income
West London,24455.475395775622,6.42270051575399,Masters,1,Middle Income
South London,10599.60142557705,17.03998212974841,Masters,0,Low Income
North London,18724.132106716796,9.21553084351671,High School,0,Low Income
North London,79953.8904843521,16.744675727138286,Masters,2,High Income
East London,68077.0347131938,16.63487329757654,Masters,2,High Income
East London,55145.958722562216,4.588533548494233,PhD,1,Middle Income
West London,48033.89741381004,14.321681496287962,PhD,0,Low Income
East London,92320.99408195632,6.522216416824091,Masters,2,High Income
West London,8200.759830088173,6.652360729860696,High School,1,Middle Income
North London,28779.48051055368,6.630613460731034,PhD,1,Middle Income
North London,35643.84750350069,14.785796703639015,Masters,0,Low Income
West London,78460.15540906599,5.366694794058185,Bachelor,1,Middle Income
East London,99258.94739603516,1.0172108696757143,Bachelor,1,Middle Income
East London,24826.380960958155,14.589500216170029,Masters,0,Low Income
West London,87556.42607957099,4.25251013286738,Bachelor,1,Middle Income
Central London,83231.65328274734,2.9851655108488586,PhD,1,Middle Income
East London,23241.082366534894,5.512806291287142,High School,1,Middle Income
South London,40533.92543972303,8.218109924131376,Masters,1,Middle Income
East London,41557.61405995939,10.042220221990814,PhD,0,Low Income
Central London,97843.84618412927,1.8468307735399856,High School,1,Middle Income
North London,18908.298236510935,19.440893319919848,Bachelor,0,Low Income
North London,80116.63913937342,14.605198014971604,Bachelor,2,High Income
North London,34085.07870313788,7.140687241162387,Bachelor,1,Middle Income
East London,73356.16423183988,7.055247888422549,Bachelor,1,Middle Income
North London,42581.08942527062,9.522308438000728,PhD,1,Middle Income
Central London,58257.616548537466,12.898651632497627,PhD,2,High Income
Central London,83428.56555928699,3.7810882651903874,High School,1,Middle Income
East London,80612.39093340453,4.589666461534094,Masters,1,Middle Income
South London,86775.89517043032,17.329257073837468,High School,2,High Income
East London,6902.115209121243,5.868843553892379,Masters,1,Middle Income
North London,69513.00475093474,8.223704961528373,Bachelor,2,High Income
East London,14858.750295454523,17.554165168052226,Bachelor,0,Low Income
Central London,42166.03823382269,13.599808758596629,Bachelor,0,Low Income
East London,55310.25309041416,7.492525707492079,Bachelor,1,Middle Income
East London,40871.20898993625,13.990291368767794,PhD,0,Low Income
South London,52441.55590449774,1.3739810922468605,High School,1,Middle Income
Central London,99656.10457106329,14.977210540215939,Masters,2,High Income
West London,14386.514057572618,10.25330476980855,Masters,0,Low Income
West London,67870.14848830613,16.450460798404762,PhD,2,High Income
Central London,40204.09567217591,19.1381153881229,Bachelor,0,Low Income
West London,14167.97009182555,18.5899824403968,High School,0,Low Income
North London,16714.939574056643,18.276035825651473,Bachelor,0,Low Income
West London,94978.03751831608,10.731229162743857,PhD,2,High Income
North London,88080.54817446443,7.842700168639823,Masters,2,High Income
Central London,90797.15408108717,9.835671169882783,PhD,2,High Income
West London,99161.74480691127,14.108024062953854,Masters,2,High Income
West London,21623.223610843277,17.795957760552547,High School,0,Low Income
North London,36188.494399042116,4.932739757002271,Masters,1,Middle Income
North London,67252.6839625618,18.445670010772357,High School,2,High Income
East London,48896.451446204075,16.488424407427893,Bachelor,0,Low Income
South London,42420.563804455014,19.598264288386456,Bachelor,0,Low Income
West London,36423.313684223715,17.724783692352055,PhD,0,Low Income
South London,59784.28256240177,6.318809264146227,High School,1,Middle Income
South London,57983.74943536812,3.0131623155369063,Bachelor,1,Middle Income
West London,16984.32557235977,3.1325803678401836,High School,1,Middle Income
North London,47702.24391432547,6.533243052987246,Bachelor,1,Middle Income
East London,55793.70584477514,12.669490755706246,Bachelor,2,High Income
Central London,57458.406934407656,16.282086195846276,Masters,2,High Income
West London,21800.61209832283,18.08575583264973,PhD,0,Low Income
West London,74484.8678329764,12.851314303015423,Masters,2,High Income
Central London,3494.710387285894,1.1069949422130207,High School,1,Middle Income
South London,36128.353698773106,4.540018753852136,Bachelor,1,Middle Income
East London,78241.05220502772,2.894797873213991,PhD,1,Middle Income
South London,56825.399184484835,7.903165035811191,Bachelor,1,Middle Income
Central London,26855.080818575163,10.525668879041172,Bachelor,0,Low Income
